date,Town,Count,Tests
2021-04-22,Lexington,1148,70738
2021-04-22,Leyden,13,361
2021-04-22,Lincoln,181,13904
2021-04-22,Littleton,563,21203
2021-04-22,Longmeadow,1063,39824
2021-04-22,Lowell,16872,261382
2021-04-22,Ludlow,2183,42785
2021-04-22,Lunenburg,728,17689
2021-04-22,Lynn,16825,223070
2021-04-22,Lynnfield,1182,31391
2021-04-22,Malden,6938,158573
2021-04-22,Manchester,222,11611
2021-04-22,Mansfield,1794,45038
2021-04-22,Marblehead,1306,53476
2021-04-22,Marion,415,21472
2021-04-22,Marlborough,4675,92805
2021-04-22,Marshfield,1798,40783
2021-04-22,Mashpee,824,25425
2021-04-22,Mattapoisett,430,11999
2021-04-22,Maynard,615,20830
2021-04-22,Medfield,563,28091
2021-04-22,Medford,5223,308823
2021-04-22,Medway,736,24838
2021-04-22,Melrose,2023,82884
2021-04-22,Mendon,295,9200
2021-04-22,Merrimac,376,11201
2021-04-22,Methuen,7307,120083
2021-04-22,Middleborough,2054,45367
2021-04-22,Middlefield,8,306
2021-04-22,Middleton,1323,22431
2021-04-22,Milford,2913,52086
2021-04-22,Millbury,1201,26296
2021-04-22,Millis,457,14512
2021-04-22,Millville,227,4705
2021-04-22,Milton,2279,107846
2021-04-22,Monroe,5,116
2021-04-22,Monson,523,13171
2021-04-22,Montague,282,16847
2021-04-22,Monterey,18,1453
2021-04-22,Montgomery,19,454
2021-04-22,Mount Washington,7,67
2021-04-22,Nahant,241,9730
2021-04-22,Nantucket,1441,27661
2021-04-22,Natick,2053,90669
2021-04-22,Needham,1716,97611
2021-04-22,New Ashford,3,144
2021-04-22,New Bedford,13899,197055
2021-04-22,New Braintree,31,1313
2021-04-22,New Marlborough,23,1446
2021-04-22,New Salem,17,1527
2021-04-22,Newbury,302,15389
2021-04-22,Newburyport,992,41490
2021-04-22,Newton,4221,474379
2021-04-22,Norfolk,991,21226
2021-04-22,North Adams,544,34419
2021-04-22,North Andover,2935,174138
2021-04-22,North Attleborough,2195,48548
2021-04-22,North Brookfield,266,7373
2021-04-22,North Reading,1379,37781
2021-04-22,Northampton,1156,130209
2021-04-22,Northborough,1207,38478
2021-04-22,Northbridge,1100,33229
2021-04-22,Northfield,51,6053
2021-04-22,Norton,1479,86226
2021-04-22,Norwell,709,23560
2021-04-22,Norwood,2793,68499
2021-04-22,Oak Bluffs,313,8589
2021-04-22,Oakham,83,3085
2021-04-22,Orange,340,13758
2021-04-22,Orleans,287,7518
2021-04-22,Otis,58,1987
2021-04-22,Oxford,1031,21943
2021-04-22,Palmer,899,21123
2021-04-22,Paxton,436,26092
2021-04-22,Peabody,6672,130258
2021-04-22,Pelham,23,1476
2021-04-22,Pembroke,1324,29813
2021-04-22,Pepperell,508,15452
2021-04-22,Peru,10,454
2021-04-22,Petersham,45,1925
2021-04-22,Phillipston,92,2079
2021-04-22,Pittsfield,2784,93354
2021-04-22,Plainfield,19,831
2021-04-22,Plainville,595,15522
2021-04-22,Plymouth,5032,112490
2021-04-22,Plympton,155,4035
2021-04-22,Princeton,145,6832
2021-04-22,Provincetown,76,5015
2021-04-22,Quincy,7300,208637
2021-04-22,Randolph,4005,79028
2021-04-22,Raynham,1557,29117
2021-04-22,Reading,2027,60248
2021-04-22,Rehoboth,953,17235
2021-04-22,Revere,10463,167021
2021-04-22,Richmond,42,2108
2021-04-22,Rochester,445,9511
2021-04-22,Rockland,1779,33527
2021-04-22,Rockport,286,11375
2021-04-22,Rowe,10,596
2021-04-22,Rowley,375,11276
2021-04-22,Royalston,73,2006
2021-04-22,Russell,122,2742
2021-04-22,Rutland,604,17123
2021-04-22,Salem,4577,136647
2021-04-22,Salisbury,616,13308
2021-04-22,Sandisfield,36,1991
2021-04-22,Sandwich,1173,30581
2021-04-22,Saugus,4080,73201
2021-04-22,Savoy,16,989
2021-04-22,Scituate,1198,35205
2021-04-22,Seekonk,1287,19478
2021-04-22,Sharon,993,38638
2021-04-22,Sheffield,109,16811
2021-04-22,Shelburne,33,6303
2021-04-22,Sherborn,153,9403
2021-04-22,Shirley,810,12751
2021-04-22,Shrewsbury,2894,84059
2021-04-22,Shutesbury,35,4028
2021-04-22,Somerset,1987,33838
2021-04-22,Somerville,5556,493334
2021-04-22,South Hadley,1013,62087
2021-04-22,Southampton,402,12421
2021-04-22,Southborough,481,36750
2021-04-22,Southbridge,1810,31419
2021-04-22,Southwick,576,14175
2021-04-22,Spencer,848,20519
2021-04-22,Springfield,20724,378694
2021-04-22,Sterling,693,18820
2021-04-22,Stockbridge,67,4853
2021-04-22,Stoneham,2413,63767
2021-04-22,Stoughton,2912,58547
2021-04-22,Stow,275,13769
2021-04-22,Sturbridge,591,15414
2021-04-22,Sudbury,810,43409
2021-04-22,Sunderland,202,26879
2021-04-22,Sutton,704,16756
2021-04-22,Swampscott,1127,42996
2021-04-22,Swansea,1770,29494
2021-04-22,Taunton,6030,115447
2021-04-22,Templeton,635,15199
2021-04-22,Tewksbury,3196,81916
2021-04-22,Tisbury,351,15829
2021-04-22,Tolland,10,235
2021-04-22,Topsfield,412,16367
2021-04-22,Townsend,443,12767
2021-04-22,Truro,51,2201
2021-04-22,Tyngsborough,1103,21284
2021-04-22,Tyringham,8,504
2021-04-22,Unknown,1181,293158
2021-04-22,Upton,317,12934
2021-04-22,Uxbridge,845,21700
2021-04-22,Wakefield,2421,67605
2021-04-22,Wales,86,2222
2021-04-22,Walpole,2019,55320
2021-04-22,Waltham,5500,330116
2021-04-22,Ware,588,17931
2021-04-22,Wareham,1619,34696
2021-04-22,Warren,233,6514
2021-04-22,Warwick,18,1115
2021-04-22,Washington,9,618
2021-04-22,Watertown,2273,104663
2021-04-22,Wayland,614,37374
2021-04-22,Webster,1798,40035
2021-04-22,Wellesley,1320,191922
2021-04-22,Wellfleet,73,3316
2021-04-22,Wendell,11,1567
2021-04-22,Wenham,290,14662
2021-04-22,West Boylston,623,15492
2021-04-22,West Bridgewater,834,17805
2021-04-22,West Brookfield,261,8100
2021-04-22,West Newbury,184,7496
2021-04-22,West Springfield,2803,55688
2021-04-22,West Stockbridge,40,2455
2021-04-22,West Tisbury,121,5589
2021-04-22,Westborough,1529,48800
2021-04-22,Westfield,3006,73604
2021-04-22,Westford,1283,39730
2021-04-22,Westhampton,66,1677
2021-04-22,Westminster,531,13125
2021-04-22,Weston,531,47354
2021-04-22,Westport,1548,27837
2021-04-22,Westwood,1049,36931
2021-04-22,Weymouth,5033,106984
2021-04-22,Whately,61,1957
2021-04-22,Whitman,1287,24978
2021-04-22,Wilbraham,1296,44866
2021-04-22,Williamsburg,76,7668
2021-04-22,Williamstown,290,88313
2021-04-22,Wilmington,2149,46343
2021-04-22,Winchendon,707,16492
2021-04-22,Winchester,1266,69664
2021-04-22,Windsor,22,1039
2021-04-22,Winthrop,2342,70380
2021-04-22,Woburn,4169,97716
2021-04-22,Worcester,22999,814200
2021-04-22,Worthington,34,1949
2021-04-22,Wrentham,1036,29191
2021-04-22,Yarmouth,1543,39586
2021-04-29,Abington,1661,30351
2021-04-29,Acton,927,44335
2021-04-29,Acushnet,1294,21679
2021-04-29,Adams,327,14400
2021-04-29,Agawam,2566,63233
2021-04-29,Alford,3,230
2021-04-29,All of Massachusetts,643428,21170658
2021-04-29,Amesbury,1067,30718
2021-04-29,Amherst,2681,430701
2021-04-29,Andover,2746,98285
2021-04-29,Aquinnah,3,584
2021-04-29,Arlington,1835,119128
2021-04-29,Ashburnham,398,14078
2021-04-29,Ashby,162,4281
2021-04-29,Ashfield,29,2606
2021-04-29,Ashland,1534,43818
2021-04-29,Athol,772,23105
2021-04-29,Attleboro,4174,80269
2021-04-29,Auburn,1555,38474
2021-04-29,Avon,508,8670
2021-04-29,Ayer,843,20973
2021-04-29,Barnstable,4079,77990
2021-04-29,Barre,314,8613
2021-04-29,Becket,67,2959
2021-04-29,Bedford,869,43244
2021-04-29,Belchertown,868,37074
2021-04-29,Bellingham,1165,25407
2021-04-29,Belmont,1124,73424
2021-04-29,Berkley,706,11907
2021-04-29,Berlin,196,6442
2021-04-29,Bernardston,50,4467
2021-04-29,Beverly,3591,165599
2021-04-29,Billerica,3791,83263
2021-04-29,Blackstone,611,13656
2021-04-29,Blandford,54,1644
2021-04-29,Bolton,219,11288
2021-04-29,Boston,68951,3674095
2021-04-29,Bourne,1240,45545
2021-04-29,Boxborough,198,9248
2021-04-29,Boxford,530,17771
2021-04-29,Boylston,307,10049
2021-04-29,Braintree,4010,94432
2021-04-29,Brewster,502,19272
2021-04-29,Bridgewater,2806,72152
2021-04-29,Brimfield,201,5675
2021-04-29,Brockton,13537,214573
2021-04-29,Brookfield,204,5778
2021-04-29,Brookline,2221,221252
2021-04-29,Buckland,39,526
2021-04-29,Burlington,1982,55297
2021-04-29,Cambridge,5603,928073
2021-04-29,Canton,1967,59509
2021-04-29,Carlisle,189,10389
2021-04-29,Carver,739,16591
2021-04-29,Charlemont,17,2141
2021-04-29,Charlton,951,29214
2021-04-29,Chatham,319,9207
2021-04-29,Chelmsford,2898,70389
2021-04-29,Chelsea,8707,130625
2021-04-29,Cheshire,117,5522
2021-04-29,Chester,66,1505
2021-04-29,Chesterfield,32,1793
2021-04-29,Chicopee,5737,115273
2021-04-29,Chilmark,21,3875
2021-04-29,Clarksburg,42,1976
2021-04-29,Clinton,1549,26494
2021-04-29,Cohasset,428,18341
2021-04-29,Colrain,47,2752
2021-04-29,Concord,1073,60032
2021-04-29,Conway,30,3449
2021-04-29,Cummington,27,1859
2021-04-29,Dalton,289,14913
2021-04-29,Danvers,2997,75029
2021-04-29,Dartmouth,3726,83661
2021-04-29,Dedham,2405,70771
2021-04-29,Deerfield,185,38932
2021-04-29,Dennis,806,20263
2021-04-29,Dighton,717,13127
2021-04-29,Douglas,497,13570
2021-04-29,Dover,240,15363
2021-04-29,Dracut,3725,64347
2021-04-29,Dudley,995,53295
2021-04-29,Dunstable,173,5110
2021-04-29,Duxbury,954,32244
2021-04-29,East Bridgewater,1232,24887
2021-04-29,East Brookfield,170,3297
2021-04-29,East Longmeadow,1555,39081
2021-04-29,Eastham,182,5397
2021-04-29,Easthampton,919,58682
2021-04-29,Easton,2113,109582
2021-04-29,Edgartown,415,13002
2021-04-29,Egremont,16,1454
2021-04-29,Erving,69,3729
2021-04-29,Essex,187,6100
2021-04-29,Everett,8460,127141
2021-04-29,Fairhaven,1967,41136
2021-04-29,Fall River,13806,199304
2021-04-29,Falmouth,1517,61769
2021-04-29,Fitchburg,4631,86690
2021-04-29,Florida,16,735
2021-04-29,Foxborough,1338,50041
2021-04-29,Framingham,8114,188795
2021-04-29,Franklin,1884,71911
2021-04-29,Freetown,963,16175
2021-04-29,Gardner,2258,39881
2021-04-29,Georgetown,561,15841
2021-04-29,Gill,39,5023
2021-04-29,Gloucester,1968,54235
2021-04-29,Goshen,27,1181
2021-04-29,Gosnold,5,130
2021-04-29,Grafton,1150,43246
2021-04-29,Granby,379,13281
2021-04-29,Granville,77,2233
2021-04-29,Great Barrington,437,28904
2021-04-29,Greenfield,787,41096
2021-04-29,Groton,521,28317
2021-04-29,Groveland,474,11444
2021-04-29,Hadley,300,27368
2021-04-29,Halifax,520,11584
2021-04-29,Hamilton,422,16883
2021-04-29,Hampden,462,11250
2021-04-29,Hancock,17,280
2021-04-29,Hanover,1337,29401
2021-04-29,Hanson,882,18070
2021-04-29,Hardwick,96,3980
2021-04-29,Harvard,136,9717
2021-04-29,Harwich,746,19865
2021-04-29,Hatfield,169,7646
2021-04-29,Haverhill,7986,152517
2021-04-29,Hawley,3,131
2021-04-29,Heath,7,769
2021-04-29,Hingham,1929,64875
2021-04-29,Hinsdale,69,3849
2021-04-29,Holbrook,1023,20980
2021-04-29,Holden,1430,44616
2021-04-29,Holland,132,3722
2021-04-29,Holliston,779,28932
2021-04-29,Holyoke,5537,115317
2021-04-29,Hopedale,377,11853
2021-04-29,Hopkinton,891,37088
2021-04-29,Hubbardston,175,6998
2021-04-29,Hudson,1604,38321
2021-04-29,Hull,558,16032
2021-04-29,Huntington,95,3711
2021-04-29,Ipswich,769,27675
2021-04-29,Kingston,1086,29189
2021-04-29,Lakeville,986,20606
2021-04-29,Lancaster,534,14865
2021-04-29,Lanesborough,110,5141
2021-04-29,Lawrence,19694,223002
2021-04-29,Lee,331,11283
2021-04-29,Leicester,1088,28410
2021-04-29,Lenox,232,13777
2021-04-29,Leominster,4857,84099
2021-04-29,Leverett,34,5990
2021-04-29,Lexington,1174,73022
2021-04-29,Leyden,16,374
2021-04-29,Lincoln,187,14323
2021-04-29,Littleton,582,21921
2021-04-29,Longmeadow,1074,41305
2021-04-29,Lowell,17144,267169
2021-04-29,Ludlow,2217,43875
2021-04-29,Lunenburg,734,18166
2021-04-29,Lynn,16981,227891
2021-04-29,Lynnfield,1186,32193
2021-04-29,Malden,7019,162701
2021-04-29,Manchester,231,11972
2021-04-29,Mansfield,1803,46135
2021-04-29,Marblehead,1317,55031
2021-04-29,Marion,421,22399
2021-04-29,Marlborough,4710,94667
2021-04-29,Marshfield,1807,41678
2021-04-29,Mashpee,838,25936
2021-04-29,Mattapoisett,438,12386
2021-04-29,Maynard,618,21315
2021-04-29,Medfield,569,28950
2021-04-29,Medford,5295,317037
2021-04-29,Medway,743,25540
2021-04-29,Melrose,2048,85230
2021-04-29,Mendon,300,9446
2021-04-29,Merrimac,380,11453
2021-04-29,Methuen,7393,122611
2021-04-29,Middleborough,2087,46323
2021-04-29,Middlefield,8,310
2021-04-29,Middleton,1332,23013
2021-04-29,Milford,2960,53259
2021-04-29,Millbury,1212,26975
2021-04-29,Millis,463,14933
2021-04-29,Millville,230,4819
2021-04-29,Milton,2312,111433
2021-04-29,Monroe,5,118
2021-04-29,Monson,531,13438
2021-04-29,Montague,293,17314
2021-04-29,Monterey,18,1489
2021-04-29,Montgomery,20,465
2021-04-29,Mount Washington,7,67
2021-04-29,Nahant,243,9947
2021-04-29,Nantucket,1483,28384
2021-04-29,Natick,2074,93722
2021-04-29,Needham,1730,101342
2021-04-29,New Ashford,3,146
2021-04-29,New Bedford,14157,202079
2021-04-29,New Braintree,32,1351
2021-04-29,New Marlborough,23,1494
2021-04-29,New Salem,18,1581
2021-04-29,Newbury,306,15896
2021-04-29,Newburyport,997,42166
2021-04-29,Newton,4274,489983
2021-04-29,Norfolk,998,21693
2021-04-29,North Adams,556,35227
2021-04-29,North Andover,2967,180473
2021-04-29,North Attleborough,2216,49680
2021-04-29,North Brookfield,271,7525
2021-04-29,North Reading,1407,38990
2021-04-29,Northampton,1166,135361
2021-04-29,Northborough,1215,39321
2021-04-29,Northbridge,1115,34029
2021-04-29,Northfield,54,6141
2021-04-29,Norton,1514,89248
2021-04-29,Norwell,723,24313
2021-04-29,Norwood,2833,70052
2021-04-29,Oak Bluffs,317,8722
2021-04-29,Oakham,84,3168
2021-04-29,Orange,344,14084
2021-04-29,Orleans,290,7686
2021-04-29,Otis,63,2053
2021-04-29,Oxford,1042,22502
2021-04-29,Palmer,913,21654
2021-04-29,Paxton,441,27014
2021-04-29,Peabody,6730,133280
2021-04-29,Pelham,23,1508
2021-04-29,Pembroke,1339,30508
2021-04-29,Pepperell,518,15888
2021-04-29,Peru,10,464
2021-04-29,Petersham,47,1980
2021-04-29,Phillipston,92,2128
2021-04-29,Pittsfield,2852,95619
2021-04-29,Plainfield,19,855
2021-04-29,Plainville,605,15925
2021-04-29,Plymouth,5109,114855
2021-04-29,Plympton,157,4132
2021-04-29,Princeton,146,6978
2021-04-29,Provincetown,76,5120
2021-04-29,Quincy,7401,213322
2021-04-29,Randolph,4067,80972
2021-04-29,Raynham,1580,29789
2021-04-29,Reading,2059,61925
2021-04-29,Rehoboth,958,17646
2021-04-29,Revere,10560,170821
2021-04-29,Richmond,42,2168
2021-04-29,Rochester,463,9822
2021-04-29,Rockland,1794,34385
2021-04-29,Rockport,288,11636
2021-04-29,Rowe,10,606
2021-04-29,Rowley,378,11518
2021-04-29,Royalston,73,2041
2021-04-29,Russell,122,2801
2021-04-29,Rutland,612,17544
2021-04-29,Salem,4632,140046
2021-04-29,Salisbury,619,13580
2021-04-29,Sandisfield,38,2026
2021-04-29,Sandwich,1186,31352
2021-04-29,Saugus,4122,74779
2021-04-29,Savoy,16,1017
2021-04-29,Scituate,1214,36030
2021-04-29,Seekonk,1297,19970
2021-04-29,Sharon,1019,39996
2021-04-29,Sheffield,112,16972
2021-04-29,Shelburne,33,6446
2021-04-29,Sherborn,155,9750
2021-04-29,Shirley,811,12966
2021-04-29,Shrewsbury,2923,86210
2021-04-29,Shutesbury,38,4128
2021-04-29,Somerset,2006,34585
2021-04-29,Somerville,5620,506504
2021-04-29,South Hadley,1024,64467
2021-04-29,Southampton,404,12758
2021-04-29,Southborough,495,38051
2021-04-29,Southbridge,1843,32141
2021-04-29,Southwick,593,14562
2021-04-29,Spencer,860,21041
2021-04-29,Springfield,21194,390931
2021-04-29,Sterling,698,19197
2021-04-29,Stockbridge,69,4971
2021-04-29,Stoneham,2440,65195
2021-04-29,Stoughton,2966,60159
2021-04-29,Stow,278,14173
2021-04-29,Sturbridge,612,15793
2021-04-29,Sudbury,815,44877
2021-04-29,Sunderland,205,27818
2021-04-29,Sutton,713,17174
2021-04-29,Swampscott,1142,43976
2021-04-29,Swansea,1795,30236
2021-04-29,Taunton,6153,118295
2021-04-29,Templeton,643,15546
2021-04-29,Tewksbury,3243,84265
2021-04-29,Tisbury,362,16093
2021-04-29,Tolland,11,238
2021-04-29,Topsfield,415,16897
2021-04-29,Townsend,446,13101
2021-04-29,Truro,52,2252
2021-04-29,Tyngsborough,1118,21816
2021-04-29,Tyringham,8,518
2021-04-29,Unknown,1145,297517
2021-04-29,Upton,325,13291
2021-04-29,Uxbridge,854,22176
2021-04-29,Wakefield,2446,69265
2021-04-29,Wales,87,2272
2021-04-29,Walpole,2048,56813
2021-04-29,Waltham,5558,341912
2021-04-29,Ware,595,18369
2021-04-29,Wareham,1666,35779
2021-04-29,Warren,235,6684
2021-04-29,Warwick,18,1149
2021-04-29,Washington,9,630
2021-04-29,Watertown,2298,107178
2021-04-29,Wayland,617,38836
2021-04-29,Webster,1825,41025
2021-04-29,Wellesley,1339,198459
2021-04-29,Wellfleet,76,3397
2021-04-29,Wendell,11,1604
2021-04-29,Wenham,293,15314
2021-04-29,West Boylston,625,15842
2021-04-29,West Bridgewater,841,18268
2021-04-29,West Brookfield,264,8278
2021-04-29,West Newbury,189,7695
2021-04-29,West Springfield,2837,57101
2021-04-29,West Stockbridge,40,2515
2021-04-29,West Tisbury,128,5680
2021-04-29,Westborough,1556,50152
2021-04-29,Westfield,3045,75702
2021-04-29,Westford,1298,40797
2021-04-29,Westhampton,68,1712
2021-04-29,Westminster,536,13425
2021-04-29,Weston,537,49200
2021-04-29,Westport,1569,28472
2021-04-29,Westwood,1058,38077
2021-04-29,Weymouth,5106,109932
2021-04-29,Whately,63,2014
2021-04-29,Whitman,1305,25522
2021-04-29,Wilbraham,1317,45859
2021-04-29,Williamsburg,79,7848
2021-04-29,Williamstown,292,91715
2021-04-29,Wilmington,2175,47468
2021-04-29,Winchendon,719,16912
2021-04-29,Winchester,1284,71768
2021-04-29,Windsor,22,1059
2021-04-29,Winthrop,2367,71585
2021-04-29,Woburn,4218,99957
2021-04-29,Worcester,23238,841681
2021-04-29,Worthington,34,1985
2021-04-29,Wrentham,1049,29847
2021-04-29,Yarmouth,1559,40371
2021-05-06,Abington,1685,31011
2021-05-06,Acton,934,45310
2021-05-06,Acushnet,1308,22041
2021-05-06,Adams,333,14748
2021-05-06,Agawam,2600,64603
2021-05-06,Alford,3,234
2021-05-06,All of Massachusetts,649855,21657411
2021-05-06,Amesbury,1075,31319
2021-05-06,Amherst,2695,448692
2021-05-06,Andover,2762,99969
2021-05-06,Aquinnah,3,587
2021-05-06,Arlington,1846,121583
2021-05-06,Ashburnham,401,14533
2021-05-06,Ashby,162,4378
2021-05-06,Ashfield,29,2664
2021-05-06,Ashland,1537,44700
2021-05-06,Athol,784,23596
2021-05-06,Attleboro,4210,81756
2021-05-06,Auburn,1563,39382
2021-05-06,Avon,511,8851
2021-05-06,Ayer,847,21470
2021-05-06,Barnstable,4114,79363
2021-05-06,Barre,314,8801
2021-05-06,Becket,69,3026
2021-05-06,Bedford,877,44301
2021-05-06,Belchertown,877,38036
2021-05-06,Bellingham,1176,25993
2021-05-06,Belmont,1130,75010
2021-05-06,Berkley,716,12160
2021-05-06,Berlin,197,6562
2021-05-06,Bernardston,50,4540
2021-05-06,Beverly,3622,169654
2021-05-06,Billerica,3842,85026
2021-05-06,Blackstone,622,13964
2021-05-06,Blandford,57,1683
2021-05-06,Bolton,218,11506
2021-05-06,Boston,69563,3752790
2021-05-06,Bourne,1263,46724
2021-05-06,Boxborough,198,9423
2021-05-06,Boxford,538,18156
2021-05-06,Boylston,307,10239
2021-05-06,Braintree,4037,95977
2021-05-06,Brewster,509,19698
2021-05-06,Bridgewater,2836,74048
2021-05-06,Brimfield,204,5809
2021-05-06,Brockton,13742,219853
2021-05-06,Brookfield,207,5896
2021-05-06,Brookline,2242,225658
2021-05-06,Buckland,39,538
2021-05-06,Burlington,2005,56476
2021-05-06,Cambridge,5664,956875
2021-05-06,Canton,1991,60655
2021-05-06,Carlisle,189,10605
2021-05-06,Carver,753,16988
2021-05-06,Charlemont,18,2189
2021-05-06,Charlton,967,29774
2021-05-06,Chatham,322,9401
2021-05-06,Chelmsford,2935,71770
2021-05-06,Chelsea,8758,133384
2021-05-06,Cheshire,124,5641
2021-05-06,Chester,66,1536
2021-05-06,Chesterfield,32,1843
2021-05-06,Chicopee,5825,117891
2021-05-06,Chilmark,22,3900
2021-05-06,Clarksburg,42,2023
2021-05-06,Clinton,1574,27036
2021-05-06,Cohasset,431,18709
2021-05-06,Colrain,49,2819
2021-05-06,Concord,1086,61648
2021-05-06,Conway,31,3522
2021-05-06,Cummington,27,1896
2021-05-06,Dalton,300,15197
2021-05-06,Danvers,3024,76409
2021-05-06,Dartmouth,3766,85294
2021-05-06,Dedham,2425,72092
2021-05-06,Deerfield,185,39319
2021-05-06,Dennis,810,20671
2021-05-06,Dighton,727,13393
2021-05-06,Douglas,501,13854
2021-05-06,Dover,241,15641
2021-05-06,Dracut,3795,65777
2021-05-06,Dudley,1011,54655
2021-05-06,Dunstable,180,5228
2021-05-06,Duxbury,959,32816
2021-05-06,East Bridgewater,1248,25445
2021-05-06,East Brookfield,172,3348
2021-05-06,East Longmeadow,1581,39927
2021-05-06,Eastham,182,5489
2021-05-06,Easthampton,928,60081
2021-05-06,Easton,2131,113197
2021-05-06,Edgartown,439,13270
2021-05-06,Egremont,16,1481
2021-05-06,Erving,69,3810
2021-05-06,Essex,194,6221
2021-05-06,Everett,8502,129915
2021-05-06,Fairhaven,1993,41737
2021-05-06,Fall River,13924,203030
2021-05-06,Falmouth,1531,62677
2021-05-06,Fitchburg,4680,88668
2021-05-06,Florida,18,756
2021-05-06,Foxborough,1350,51122
2021-05-06,Framingham,8171,193263
2021-05-06,Franklin,1915,73920
2021-05-06,Freetown,971,16498
2021-05-06,Gardner,2277,40659
2021-05-06,Georgetown,569,16113
2021-05-06,Gill,39,5068
2021-05-06,Gloucester,1975,55278
2021-05-06,Goshen,27,1208
2021-05-06,Gosnold,5,130
2021-05-06,Grafton,1164,44245
2021-05-06,Granby,383,13670
2021-05-06,Granville,77,2292
2021-05-06,Great Barrington,442,29548
2021-05-06,Greenfield,809,42040
2021-05-06,Groton,528,29106
2021-05-06,Groveland,476,11622
2021-05-06,Hadley,301,28083
2021-05-06,Halifax,524,11839
2021-05-06,Hamilton,424,17143
2021-05-06,Hampden,467,11571
2021-05-06,Hancock,17,281
2021-05-06,Hanover,1348,29989
2021-05-06,Hanson,887,18404
2021-05-06,Hardwick,97,4072
2021-05-06,Harvard,136,9929
2021-05-06,Harwich,751,20269
2021-05-06,Hatfield,170,7842
2021-05-06,Haverhill,8087,155844
2021-05-06,Hawley,3,133
2021-05-06,Heath,7,781
2021-05-06,Hingham,1944,66093
2021-05-06,Hinsdale,71,3926
2021-05-06,Holbrook,1031,21427
2021-05-06,Holden,1443,45555
2021-05-06,Holland,134,3814
2021-05-06,Holliston,792,29568
2021-05-06,Holyoke,5612,118076
2021-05-06,Hopedale,381,12079
2021-05-06,Hopkinton,918,37985
2021-05-06,Hubbardston,178,7148
2021-05-06,Hudson,1617,39099
2021-05-06,Hull,566,16360
2021-05-06,Huntington,97,3802
2021-05-06,Ipswich,780,28326
2021-05-06,Kingston,1099,29827
2021-05-06,Lakeville,999,21062
2021-05-06,Lancaster,541,15133
2021-05-06,Lanesborough,111,5261
2021-05-06,Lawrence,19903,227519
2021-05-06,Lee,331,11517
2021-05-06,Leicester,1105,29183
2021-05-06,Lenox,234,13940
2021-05-06,Leominster,4903,85811
2021-05-06,Leverett,34,6166
2021-05-06,Lexington,1176,74816
2021-05-06,Leyden,16,379
2021-05-06,Lincoln,192,14656
2021-05-06,Littleton,592,22393
2021-05-06,Longmeadow,1080,42395
2021-05-06,Lowell,17335,272081
2021-05-06,Ludlow,2254,45023
2021-05-06,Lunenburg,736,18559
2021-05-06,Lynn,17080,232261
2021-05-06,Lynnfield,1199,32830
2021-05-06,Malden,7070,166251
2021-05-06,Manchester,231,12195
2021-05-06,Mansfield,1823,47069
2021-05-06,Marblehead,1327,56004
2021-05-06,Marion,420,23291
2021-05-06,Marlborough,4740,96544
2021-05-06,Marshfield,1813,42375
2021-05-06,Mashpee,853,26415
2021-05-06,Mattapoisett,455,12553
2021-05-06,Maynard,621,21745
2021-05-06,Medfield,576,29469
2021-05-06,Medford,5332,324235
2021-05-06,Medway,751,26001
2021-05-06,Melrose,2063,86946
2021-05-06,Mendon,305,9649
2021-05-06,Merrimac,381,11630
2021-05-06,Methuen,7458,125201
2021-05-06,Middleborough,2123,47386
2021-05-06,Middlefield,8,317
2021-05-06,Middleton,1335,23423
2021-05-06,Milford,2993,54456
2021-05-06,Millbury,1214,27512
2021-05-06,Millis,468,15267
2021-05-06,Millville,234,4918
2021-05-06,Milton,2330,113700
2021-05-06,Monroe,5,124
2021-05-06,Monson,532,13753
2021-05-06,Montague,303,17662
2021-05-06,Monterey,18,1511
2021-05-06,Montgomery,20,477
2021-05-06,Mount Washington,7,68
2021-05-06,Nahant,245,10157
2021-05-06,Nantucket,1498,28806
2021-05-06,Natick,2093,95748
2021-05-06,Needham,1738,103488
2021-05-06,New Ashford,3,148
2021-05-06,New Bedford,14357,206307
2021-05-06,New Braintree,32,1374
2021-05-06,New Marlborough,23,1524
2021-05-06,New Salem,18,1618
2021-05-06,Newbury,307,16298
2021-05-06,Newburyport,1010,42766
2021-05-06,Newton,4324,503552
2021-05-06,Norfolk,1006,22044
2021-05-06,North Adams,565,35992
2021-05-06,North Andover,2995,185939
2021-05-06,North Attleborough,2251,50731
2021-05-06,North Brookfield,275,7673
2021-05-06,North Reading,1423,39794
2021-05-06,Northampton,1182,140561
2021-05-06,Northborough,1222,40081
2021-05-06,Northbridge,1117,34696
2021-05-06,Northfield,57,6271
2021-05-06,Norton,1533,91939
2021-05-06,Norwell,727,24770
2021-05-06,Norwood,2850,71422
2021-05-06,Oak Bluffs,331,8897
2021-05-06,Oakham,86,3239
2021-05-06,Orange,346,14355
2021-05-06,Orleans,291,7817
2021-05-06,Otis,64,2085
2021-05-06,Oxford,1051,22974
2021-05-06,Palmer,925,22106
2021-05-06,Paxton,447,27825
2021-05-06,Peabody,6769,135926
2021-05-06,Pelham,23,1542
2021-05-06,Pembroke,1351,31086
2021-05-06,Pepperell,532,16251
2021-05-06,Peru,11,475
2021-05-06,Petersham,48,2031
2021-05-06,Phillipston,94,2171
2021-05-06,Pittsfield,2921,97520
2021-05-06,Plainfield,19,871
